number,Temp,Humd,Press
935,18.53,85.62,1013.41
936,18.53,85.62,1013.36
937,18.53,85.62,1013.33
938,18.53,85.62,1013.39
939,18.53,85.62,1013.39
940,18.53,85.62,1013.35
941,18.53,85.62,1013.35
942,18.53,85.62,1013.33
943,18.53,85.62,1013.43
944,18.53,85.61,1013.39
945,18.53,85.62,1013.35
946,18.53,85.62,1013.4
947,18.53,85.62,1013.35
948,18.52,85.62,1013.36
949,18.53,85.61,1013.34
950,18.52,85.62,1013.37
951,18.53,85.61,1013.41
952,18.53,85.61,1013.4
953,18.52,85.61,1013.38
954,18.52,85.61,1013.38
955,18.53,85.61,1013.4
956,18.53,85.61,1013.35
957,18.53,85.62,1013.42
958,18.53,85.61,1013.42
959,18.53,85.61,1013.41
960,18.53,85.61,1013.42
961,18.52,85.61,1013.38
962,18.53,85.62,1013.43
963,18.53,85.61,1013.36
964,18.53,85.61,1013.37
965,18.53,85.61,1013.39
966,18.53,85.61,1013.39
967,18.53,85.61,1013.41
968,18.53,85.61,1013.4
969,18.53,85.61,1013.38
970,18.53,85.61,1013.38
971,18.52,85.61,1013.38
972,18.53,85.61,1013.37
973,18.52,85.61,1013.36
974,18.53,85.61,1013.39
975,18.52,85.61,1013.39
976,18.53,85.6,1013.38
977,18.52,85.61,1013.37
978,18.53,85.58,1013.39
979,18.53,85.6,1013.34
980,18.52,85.61,1013.35
981,18.53,85.61,1013.37
982,18.53,85.6,1013.32
983,18.53,85.6,1013.36
984,18.53,85.6,1013.36
985,18.52,85.61,1013.39
986,18.52,85.6,1013.4
987,18.53,85.61,1013.43
988,18.52,85.61,1013.41
989,18.53,85.6,1013.41
990,18.53,85.61,1013.39
991,18.53,85.61,1013.35
992,18.53,85.6,1013.36
993,18.53,85.6,1013.38
994,18.53,85.6,1013.38
995,18.52,85.6,1013.4
996,18.52,85.61,1013.38
997,18.52,85.6,1013.37
998,18.52,85.61,1013.37
999,18.52,85.61,1013.38
1000,18.52,85.6,1013.41
1001,18.52,85.6,1013.36
1002,18.52,85.6,1013.38
1003,18.52,85.6,1013.38
1004,18.52,85.6,1013.37
1005,18.52,85.6,1013.43
1006,18.52,85.6,1013.43
1007,18.53,85.6,1013.4
1008,18.52,85.6,1013.37
1009,18.53,85.6,1013.42
1010,18.52,85.61,1013.4
1011,18.53,85.6,1013.42
1012,18.52,85.6,1013.4
1013,18.52,85.6,1013.41
1014,18.52,85.6,1013.43
1015,18.52,85.61,1013.42
1016,18.52,85.6,1013.41
1017,18.52,85.6,1013.4
1018,18.52,85.6,1013.44
1019,18.52,85.6,1013.4
1020,18.53,85.6,1013.4
1021,18.52,85.6,1013.42
1022,18.53,85.6,1013.39
1023,18.52,85.6,1013.41
1024,18.52,85.59,1013.41
1025,18.52,85.6,1013.44
1026,18.52,85.59,1013.44
1027,18.52,85.6,1013.43
1028,18.52,85.6,1013.43
1029,18.53,85.59,1013.45
1030,18.53,85.6,1013.47
1031,18.52,85.59,1013.47
1032,18.53,85.59,1013.44
1033,18.52,85.6,1013.46
1034,18.53,85.59,1013.45
1035,18.52,85.59,1013.46
1036,18.52,85.59,1013.46
1037,18.52,85.59,1013.5
1038,18.53,85.59,1013.51
1039,18.53,85.59,1013.5
1040,18.52,85.59,1013.53
1041,18.52,85.59,1013.5
1042,18.53,85.59,1013.51
1043,18.52,85.59,1013.47
1044,18.53,85.59,1013.52
1045,18.53,85.59,1013.52
1046,18.53,85.59,1013.49
1047,18.52,85.59,1013.52
1048,18.52,85.59,1013.49
1049,18.53,85.58,1013.56
1050,18.53,85.59,1013.55
1051,18.52,85.58,1013.55
1052,18.52,85.58,1013.57
1053,18.52,85.58,1013.58
1054,18.52,85.58,1013.57
1055,18.52,85.58,1013.55
1056,18.53,85.58,1013.58
1057,18.52,85.58,1013.56
1058,18.53,85.58,1013.57
1059,18.52,85.58,1013.57
1060,18.52,85.58,1013.59
1061,18.52,85.58,1013.56
1062,18.52,85.58,1013.59
1063,18.52,85.58,1013.56
1064,18.52,85.58,1013.57
1065,18.53,85.58,1013.57
1066,18.52,85.58,1013.59
1067,18.52,85.58,1013.61
1068,18.52,85.58,1013.58
1069,18.52,85.58,1013.61
1070,18.53,85.58,1013.64
1071,18.52,85.58,1013.63
1072,18.53,85.58,1013.62
1073,18.53,85.58,1013.62
1074,18.52,85.58,1013.6
1075,18.52,85.57,1013.6
1076,18.52,85.58,1013.6
1077,18.53,85.57,1013.62
1078,18.53,85.58,1013.59
1079,18.52,85.57,1013.63
1080,18.52,85.57,1013.66
1081,18.52,85.57,1013.63
1082,18.52,85.57,1013.62
1083,18.53,85.58,1013.65
1084,18.52,85.57,1013.64
1085,18.52,85.57,1013.66
1086,18.52,85.57,1013.65
1087,18.52,85.57,1013.66
1088,18.52,85.57,1013.64
1089,18.52,85.57,1013.65
1090,18.52,85.57,1013.63
1091,18.52,85.57,1013.61
1092,18.52,85.57,1013.64
1093,18.51,85.57,1013.62
1094,18.51,85.57,1013.66
1095,18.51,85.56,1013.72
1096,18.52,85.57,1013.69
1097,18.52,85.57,1013.68
1098,18.52,85.56,1013.63
1099,18.52,85.57,1013.66
1100,18.52,85.56,1013.66
1101,18.52,85.56,1013.71
1102,18.52,85.56,1013.71
1103,18.52,85.56,1013.72
1104,18.52,85.56,1013.7
1105,18.52,85.56,1013.69
1106,18.53,85.56,1013.68
1107,18.52,85.56,1013.67
1108,18.52,85.56,1013.72
1109,18.52,85.59,1013.75
1110,18.52,85.55,1013.7
1111,18.52,85.56,1013.71
1112,18.52,85.56,1013.72
1113,18.51,85.56,1013.77
1114,18.52,85.56,1013.75
1115,18.52,85.56,1013.7
1116,18.51,85.56,1013.72
1117,18.52,85.55,1013.71
1118,18.51,85.55,1013.76
1119,18.51,85.55,1013.76
1120,18.51,85.54,1013.76
1121,18.52,85.55,1013.78
1122,18.51,85.55,1013.77
1123,18.51,85.55,1013.72
1124,18.51,85.55,1013.72
1125,18.51,85.54,1013.73
1126,18.51,85.55,1013.75
1127,18.51,85.55,1013.77
1128,18.51,85.55,1013.81
1129,18.51,85.54,1013.84
1130,18.52,85.55,1013.82
1131,18.51,85.55,1013.8
1132,18.51,85.55,1013.8
1133,18.51,85.54,1013.79
1134,18.51,85.55,1013.79
1135,18.52,85.54,1013.78
1136,18.52,85.54,1013.78
1137,18.51,85.54,1013.78
1138,18.51,85.56,1013.76
1139,18.51,85.54,1013.8
1140,18.51,85.54,1013.79
1141,18.51,85.54,1013.83
1142,18.51,85.54,1013.82
1143,18.51,85.54,1013.82
1144,18.51,85.54,1013.83
1145,18.5,85.54,1013.82
1146,18.5,85.54,1013.83
1147,18.51,85.54,1013.78
1148,18.51,85.54,1013.79
1149,18.51,85.53,1013.77
1150,18.5,85.54,1013.78
1151,18.51,85.54,1013.77
1152,18.51,85.54,1013.82
1153,18.51,85.54,1013.82
1154,18.51,85.54,1013.82
1155,18.51,85.53,1013.81
1156,18.51,85.54,1013.77
1157,18.51,85.54,1013.8
1158,18.5,85.54,1013.79
1159,18.51,85.53,1013.84
1160,18.51,85.54,1013.86
1161,18.51,85.53,1013.83
1162,18.5,85.54,1013.85
1163,18.51,85.54,1013.84
1164,18.51,85.53,1013.85
1165,18.51,85.53,1013.85
1166,18.5,85.53,1013.87
1167,18.5,85.53,1013.85
1168,18.51,85.53,1013.84
1169,18.51,85.53,1013.85
1170,18.5,85.53,1013.82
1171,18.5,85.53,1013.83
1172,18.49,85.53,1013.84
1173,18.51,85.53,1013.85
1174,18.49,85.53,1013.86
1175,18.51,85.53,1013.91
1176,18.5,85.53,1013.92
1177,18.51,85.53,1013.91
1178,18.5,85.53,1013.9
1179,18.5,85.53,1013.89
1180,18.5,85.53,1013.9
1181,18.49,85.53,1013.88
1182,18.5,85.53,1013.89
1183,18.5,85.53,1013.9
1184,18.5,85.53,1013.92
1185,18.49,85.53,1013.93
1186,18.49,85.52,1013.91
1187,18.5,85.53,1013.98
1188,18.49,85.53,1013.98
1189,18.5,85.53,1013.98
1190,18.49,85.53,1013.95
1191,18.5,85.53,1013.91
1192,18.5,85.53,1013.96
1193,18.49,85.53,1013.94
1194,18.49,85.53,1014.01
1195,18.5,85.53,1013.97
1196,18.49,85.53,1014.02
1197,18.5,85.54,1013.97
1198,18.49,85.53,1013.95
1199,18.49,85.53,1013.98
1200,18.49,85.53,1013.96
1201,18.49,85.54,1014
1202,18.48,85.53,1013.97
1203,18.49,85.53,1014.03
1204,18.49,85.53,1013.97
1205,18.5,85.53,1013.99
1206,18.49,85.53,1013.96
1207,18.49,85.53,1013.99
1208,18.49,85.53,1013.99
1209,18.49,85.53,1014.01
1210,18.49,85.53,1014.01
1211,18.49,85.53,1014.01
1212,18.49,85.53,1014.04
1213,18.49,85.53,1014.03
1214,18.48,85.53,1013.99
1215,18.49,85.53,1013.99
1216,18.48,85.53,1014.04
1217,18.49,85.53,1014.04
1218,18.49,85.53,1014.04
1219,18.49,85.53,1014.05
1220,18.48,85.53,1014.04
1221,18.48,85.53,1014.03
1222,18.49,85.53,1014.06
1223,18.49,85.53,1014.11
1224,18.49,85.53,1014.08
1225,18.49,85.53,1014.08
1226,18.49,85.53,1014.08
1227,18.48,85.53,1014.12
1228,18.48,85.53,1014.08
1229,18.48,85.54,1014.06
1230,18.49,85.53,1014.06
1231,18.48,85.53,1014.04
1232,18.48,85.53,1014.02
1233,18.48,85.53,1014.03
1234,18.49,85.53,1014.02
1235,18.48,85.53,1014.02
1236,18.49,85.53,1014.04
1237,18.48,85.53,1013.97
1238,18.48,85.52,1013.96
1239,18.48,85.52,1013.96
1240,18.48,85.53,1013.95
1241,18.48,85.53,1013.95
1242,18.48,85.52,1013.91
1243,18.48,85.53,1013.84
1244,18.48,85.52,1013.85
1245,18.48,85.52,1013.86
1246,18.49,85.52,1013.82
1247,18.48,85.52,1013.81
1248,18.49,85.52,1013.77
1249,18.49,85.52,1013.75
1250,18.47,85.52,1013.74
1251,18.48,85.52,1013.75
1252,18.48,85.52,1013.74
1253,18.48,85.52,1013.73
1254,18.48,85.52,1013.75
1255,18.48,85.53,1013.74
1256,18.47,85.52,1013.71
1257,18.47,85.52,1013.71
1258,18.47,85.52,1013.68
1259,18.48,85.52,1013.62
1260,18.48,85.52,1013.69
1261,18.48,85.52,1013.67
1262,18.48,85.52,1013.67
1263,18.48,85.52,1013.68
1264,18.48,85.53,1013.64
1265,18.48,85.52,1013.68
1266,18.48,85.52,1013.65
1267,18.48,85.53,1013.62
1268,18.48,85.52,1013.65
1269,18.48,85.52,1013.64
1270,18.48,85.52,1013.67
1271,18.48,85.52,1013.65
1272,18.48,85.52,1013.62
1273,18.48,85.53,1013.64
1274,18.47,85.51,1013.64
1275,18.47,85.55,1013.72
1276,18.47,85.51,1013.64
1277,18.48,85.53,1013.74
1278,18.47,85.51,1013.71
1279,18.47,85.51,1013.69
1280,18.47,85.51,1013.68
1281,18.47,85.51,1013.72
1282,18.48,85.53,1013.68
1283,18.48,85.52,1013.73
1284,18.48,85.52,1013.72
1285,18.48,85.52,1013.75
1286,18.48,85.52,1013.76
1287,18.47,85.51,1013.76
1288,18.47,85.52,1013.75
1289,18.48,85.52,1013.8
1290,18.47,85.51,1013.8
1291,18.47,85.52,1013.82
1292,18.47,85.51,1013.79
1293,18.47,85.51,1013.82
1294,18.48,85.52,1013.82
1295,18.47,85.52,1013.82
1296,18.47,85.52,1013.83
1297,18.47,85.51,1013.87
1298,18.47,85.52,1013.86
1299,18.48,85.52,1013.85
1300,18.47,85.5,1013.85
1301,18.47,85.52,1013.87
1302,18.47,85.51,1013.86
1303,18.46,85.51,1013.84
1304,18.47,85.51,1013.86
1305,18.47,85.51,1013.89
1306,18.47,85.51,1013.92
1307,18.47,85.51,1013.92
1308,18.47,85.51,1013.96
1309,18.47,85.51,1013.96
1310,18.48,85.52,1013.98
1311,18.47,85.51,1013.97
1312,18.48,85.52,1013.98
1313,18.46,85.51,1013.95
1314,18.47,85.5,1013.94
1315,18.47,85.52,1013.95
1316,18.47,85.5,1013.92
1317,18.48,85.5,1013.97
1318,18.48,85.5,1013.97
1319,18.47,85.51,1013.99
1320,18.48,85.52,1013.99
1321,18.47,85.51,1013.97
1322,18.47,85.52,1014.03
1323,18.47,85.5,1013.97
1324,18.47,85.5,1013.99
1325,18.47,85.51,1014.01
1326,18.47,85.5,1014.01
1327,18.46,85.5,1014.02
1328,18.47,85.5,1014.01
1329,18.46,85.5,1013.99
1330,18.48,85.5,1014.05
1331,18.47,85.5,1014.08
1332,18.47,85.5,1014.02
1333,18.47,85.5,1014.07
1334,18.47,85.5,1014.11
1335,18.47,85.5,1014.07
1336,18.47,85.5,1014.05
1337,18.47,85.5,1014.08
1338,18.46,85.5,1014.06
1339,18.47,85.5,1014.14
1340,18.47,85.5,1014.14
1341,18.47,85.5,1014.17
1342,18.47,85.5,1014.14
1343,18.47,85.5,1014.17
1344,18.47,85.5,1014.16
1345,18.47,85.5,1014.17
1346,18.47,85.5,1014.2
1347,18.47,85.5,1014.17
1348,18.47,85.5,1014.15
1349,18.47,85.5,1014.1
1350,18.47,85.5,1014.12
1351,18.47,85.5,1014.11
1352,18.46,85.49,1014.08
1353,18.47,85.5,1014.13
1354,18.47,85.5,1014.14
1355,18.47,85.5,1014.12
1356,18.47,85.5,1014.15
1357,18.47,85.5,1014.16
1358,18.47,85.5,1014.16
1359,18.47,85.49,1014.17
1360,18.47,85.5,1014.16
1361,18.46,85.49,1014.11
1362,18.47,85.49,1014.17
1363,18.47,85.5,1014.19
1364,18.47,85.49,1014.16
1365,18.47,85.5,1014.15
1366,18.47,85.5,1014.19
1367,18.47,85.5,1014.2
1368,18.47,85.49,1014.19
1369,18.47,85.49,1014.15
1370,18.47,85.49,1014.17
1371,18.47,85.49,1014.18
1372,18.47,85.49,1014.15
1373,18.47,85.49,1014.19
1374,18.46,85.49,1014.15
1375,18.47,85.49,1014.18
1376,18.47,85.49,1014.18
1377,18.47,85.5,1014.21
1378,18.47,85.49,1014.2
1379,18.46,85.49,1014.18
1380,18.47,85.49,1014.17
1381,18.47,85.48,1014.18
1382,18.47,85.49,1014.11
1383,18.46,85.48,1014.12
1384,18.47,85.49,1014.14
1385,18.47,85.49,1014.12
1386,18.47,85.49,1014.16
1387,18.47,85.49,1014.14
1388,18.47,85.49,1014.16
1389,18.47,85.48,1014.17
1390,18.47,85.49,1014.13
1391,18.46,85.48,1014.05
1392,18.46,85.48,1014.04
1393,18.46,85.48,1014.05
1394,18.46,85.48,1014.09
1395,18.46,85.48,1014.09
1396,18.46,85.48,1013.99
1397,18.47,85.48,1014.01
1398,18.46,85.48,1013.99
1399,18.46,85.48,1013.95
1400,18.46,85.48,1013.95
1401,18.47,85.47,1013.95
1402,18.46,85.48,1013.93
1403,18.46,85.47,1013.93
1404,18.46,85.48,1013.89
1405,18.46,85.48,1013.89
1406,18.46,85.48,1013.9
1407,18.46,85.48,1013.9
1408,18.46,85.48,1013.9
1409,18.46,85.47,1013.89
1410,18.46,85.48,1013.91
1411,18.46,85.48,1013.9
1412,18.46,85.48,1013.9
1413,18.46,85.47,1013.93
1414,18.47,85.48,1013.96
1415,18.46,85.48,1013.93
1416,18.46,85.48,1013.97
1417,18.46,85.48,1013.92
1418,18.46,85.47,1013.97
1419,18.46,85.48,1013.99
1420,18.47,85.47,1013.98
1421,18.46,85.48,1013.98
1422,18.46,85.48,1013.98
1423,18.46,85.48,1013.99
1424,18.46,85.47,1013.96
1425,18.46,85.47,1013.96
1426,18.46,85.47,1014.02
1427,18.46,85.48,1014.01
1428,18.46,85.48,1014.01
1429,18.46,85.47,1014
1430,18.46,85.47,1014.03
1431,18.46,85.48,1014.04
1432,18.46,85.47,1014.01
1433,18.46,85.47,1014.07
1434,18.46,85.47,1014.08
1435,18.46,85.48,1014.08
1436,18.46,85.47,1014.03
1437,18.46,85.47,1014.07
1438,18.46,85.47,1014.06
1439,18.46,85.48,1014.05
1440,18.46,85.47,1014.07
1441,18.46,85.47,1014.12
1442,18.46,85.47,1014.09
1443,18.46,85.47,1014.04
1444,18.47,85.47,1014.06
1445,18.46,85.47,1014.06
1446,18.46,85.47,1014.03
1447,18.46,85.47,1014.02
1448,18.46,85.47,1014.05
1449,18.46,85.47,1014.04
1450,18.46,85.47,1014.05
1451,18.46,85.47,1014.05
1452,18.46,85.47,1014.04
1453,18.45,85.47,1014
1454,18.46,85.46,1014.04
1455,18.46,85.46,1014.02
1456,18.45,85.47,1013.99
1457,18.46,85.46,1014.06
1458,18.45,85.47,1013.99
1459,18.46,85.46,1014.04
1460,18.46,85.46,1014.08
1461,18.46,85.46,1014
1462,18.46,85.46,1014.04
1463,18.46,85.47,1014.04
1464,18.46,85.46,1014.04
1465,18.46,85.46,1014.04
1466,18.45,85.47,1014.03
1467,18.46,85.46,1014.03
1468,18.45,85.47,1014.07
1469,18.45,85.47,1014.03
1470,18.46,85.46,1014.05
1471,18.46,85.46,1014.07
1472,18.46,85.46,1014.08
1473,18.46,85.46,1014.09
1474,18.46,85.46,1014.1
1475,18.46,85.46,1014.14
1476,18.46,85.46,1014.15
1477,18.46,85.46,1014.11
1478,18.46,85.46,1014.08
1479,18.45,85.46,1014.14
1480,18.46,85.46,1014.1
1481,18.46,85.46,1014.19
1482,18.46,85.46,1014.12
1483,18.45,85.46,1014.16
1484,18.45,85.46,1014.13
1485,18.46,85.45,1014.18
1486,18.45,85.46,1014.16
1487,18.46,85.46,1014.18
1488,18.45,85.46,1014.17
1489,18.45,85.46,1014.17
1490,18.45,85.46,1014.18
1491,18.46,85.45,1014.17
1492,18.46,85.45,1014.22
1493,18.46,85.46,1014.2
1494,18.46,85.45,1014.24
1495,18.46,85.45,1014.23
1496,18.45,85.46,1014.22
1497,18.45,85.46,1014.23
1498,18.46,85.45,1014.2
1499,18.45,85.46,1014.22
1500,18.45,85.46,1014.2
1501,18.46,85.45,1014.19
1502,18.44,85.45,1014.17
1503,18.45,85.46,1014.23
1504,18.45,85.45,1014.25
1505,18.45,85.45,1014.21
1506,18.46,85.45,1014.21
1507,18.45,85.45,1014.16
1508,18.46,85.44,1014.2
1509,18.45,85.45,1014.2
1510,18.46,85.45,1014.18
1511,18.45,85.45,1014.18
1512,18.45,85.45,1014.18
1513,18.46,85.45,1014.22
1514,18.45,85.45,1014.23
1515,18.45,85.45,1014.24
1516,18.46,85.44,1014.25
1517,18.45,85.45,1014.23
1518,18.45,85.45,1014.25
1519,18.45,85.45,1014.21
1520,18.45,85.45,1014.2
1521,18.45,85.45,1014.21
1522,18.46,85.44,1014.24
1523,18.45,85.45,1014.24
1524,18.45,85.45,1014.28
1525,18.45,85.45,1014.27
1526,18.45,85.45,1014.3
1527,18.45,85.44,1014.26
1528,18.45,85.45,1014.25
1529,18.45,85.44,1014.27
1530,18.45,85.44,1014.29
1531,18.46,85.44,1014.3
1532,18.45,85.44,1014.27
1533,18.45,85.45,1014.33
1534,18.45,85.43,1014.28
1535,18.46,85.44,1014.31
1536,18.45,85.44,1014.28
1537,18.45,85.45,1014.26
1538,18.45,85.44,1014.28
1539,18.45,85.44,1014.3
1540,18.44,85.44,1014.27
1541,18.45,85.44,1014.27
1542,18.45,85.45,1014.32
1543,18.45,85.44,1014.31
1544,18.45,85.45,1014.25
1545,18.45,85.44,1014.3
1546,18.45,85.44,1014.34
1547,18.45,85.44,1014.3
1548,18.45,85.44,1014.3
1549,18.46,85.44,1014.31
1550,18.45,85.44,1014.35
1551,18.45,85.44,1014.35
1552,18.45,85.44,1014.36
1553,18.44,85.44,1014.3
1554,18.45,85.44,1014.3
1555,18.44,85.44,1014.31
1556,18.45,85.44,1014.31
1557,18.45,85.44,1014.27
1558,18.44,85.44,1014.3
1559,18.45,85.44,1014.35
1560,18.44,85.43,1014.29
1561,18.45,85.44,1014.36
1562,18.45,85.43,1014.33
1563,18.45,85.44,1014.34
1564,18.45,85.44,1014.32
1565,18.45,85.44,1014.35
1566,18.45,85.44,1014.34
1567,18.45,85.43,1014.33
1568,18.44,85.43,1014.29
1569,18.45,85.43,1014.31
1570,18.44,85.44,1014.28
1571,18.45,85.43,1014.28
1572,18.45,85.43,1014.32
1573,18.45,85.43,1014.29
1574,18.45,85.43,1014.29
1575,18.45,85.43,1014.37
1576,18.45,85.44,1014.39
1577,18.45,85.43,1014.35
1578,18.45,85.43,1014.39
1579,18.44,85.43,1014.37
1580,18.45,85.43,1014.34
1581,18.45,85.43,1014.31
1582,18.44,85.43,1014.33
1583,18.44,85.43,1014.32
1584,18.44,85.43,1014.33
1585,18.44,85.43,1014.33
1586,18.44,85.43,1014.36
1587,18.44,85.43,1014.36
1588,18.44,85.43,1014.37
1589,18.45,85.43,1014.4
1590,18.44,85.43,1014.36
1591,18.44,85.42,1014.34
1592,18.44,85.42,1014.37
1593,18.44,85.43,1014.35
1594,18.45,85.43,1014.37
1595,18.44,85.42,1014.39
1596,18.44,85.42,1014.44
1597,18.44,85.43,1014.44
1598,18.44,85.42,1014.39
1599,18.45,85.42,1014.4
1600,18.45,85.43,1014.41
1601,18.44,85.43,1014.4
1602,18.44,85.42,1014.42
1603,18.44,85.42,1014.45
1604,18.44,85.43,1014.45
1605,18.44,85.42,1014.44
1606,18.44,85.42,1014.36
1607,18.45,85.42,1014.39
1608,18.44,85.42,1014.41
1609,18.44,85.42,1014.37
1610,18.44,85.42,1014.37
1611,18.44,85.42,1014.39
1612,18.44,85.42,1014.38
1613,18.44,85.42,1014.44
1614,18.45,85.42,1014.46
1615,18.44,85.42,1014.47
1616,18.44,85.42,1014.46
1617,18.44,85.42,1014.46
1618,18.44,85.42,1014.44
1619,18.45,85.41,1014.46
1620,18.44,85.42,1014.46
1621,18.44,85.42,1014.43
1622,18.44,85.42,1014.41
1623,18.44,85.42,1014.41
1624,18.44,85.41,1014.41
1625,18.44,85.42,1014.47
1626,18.44,85.42,1014.44
1627,18.45,85.42,1014.44
1628,18.44,85.4,1014.43
1629,18.44,85.42,1014.47
1630,18.44,85.42,1014.47
1631,18.44,85.42,1014.44
1632,18.44,85.42,1014.46
1633,18.44,85.42,1014.44
1634,18.44,85.41,1014.43
1635,18.45,85.42,1014.45
1636,18.44,85.41,1014.45
1637,18.44,85.42,1014.44
1638,18.44,85.41,1014.47
1639,18.44,85.4,1014.46
1640,18.44,85.41,1014.48
1641,18.43,85.4,1014.47
1642,18.44,85.4,1014.46
1643,18.44,85.41,1014.48
1644,18.43,85.4,1014.47
1645,18.43,85.4,1014.49
1646,18.44,85.41,1014.49
1647,18.45,85.41,1014.51
1648,18.44,85.41,1014.51
1649,18.44,85.41,1014.5
1650,18.44,85.41,1014.49
1651,18.44,85.4,1014.53
1652,18.44,85.4,1014.52
1653,18.44,85.4,1014.5
1654,18.44,85.4,1014.52
1655,18.44,85.41,1014.5
1656,18.44,85.41,1014.52
1657,18.45,85.41,1014.57
1658,18.44,85.4,1014.55
1659,18.44,85.4,1014.54
1660,18.44,85.4,1014.58
1661,18.44,85.4,1014.52
1662,18.44,85.39,1014.49
1663,18.43,85.39,1014.49
1664,18.43,85.4,1014.55
1665,18.44,85.4,1014.53
1666,18.43,85.39,1014.52
1667,18.43,85.4,1014.53
1668,18.44,85.39,1014.53
1669,18.44,85.39,1014.54
1670,18.44,85.4,1014.59
1671,18.44,85.39,1014.57
1672,18.44,85.39,1014.58
1673,18.43,85.39,1014.59
1674,18.44,85.39,1014.59
1675,18.44,85.39,1014.63
1676,18.43,85.39,1014.6
1677,18.44,85.39,1014.65
1678,18.44,85.39,1014.55
1679,18.44,85.39,1014.59
1680,18.43,85.39,1014.59
1681,18.44,85.39,1014.58
1682,18.44,85.39,1014.57
1683,18.43,85.39,1014.59
1684,18.43,85.39,1014.54
1685,18.44,85.39,1014.58
1686,18.44,85.39,1014.58
1687,18.44,85.39,1014.61
1688,18.43,85.39,1014.58
1689,18.43,85.38,1014.58
1690,18.43,85.38,1014.56
1691,18.43,85.39,1014.59
1692,18.44,85.39,1014.68
1693,18.43,85.39,1014.62
1694,18.43,85.38,1014.61
1695,18.44,85.38,1014.6
1696,18.43,85.38,1014.61
1697,18.44,85.38,1014.6
1698,18.43,85.38,1014.6
1699,18.44,85.38,1014.67
1700,18.43,85.38,1014.64
1701,18.43,85.38,1014.62
1702,18.43,85.38,1014.64
1703,18.44,85.39,1014.68
1704,18.43,85.38,1014.66
1705,18.43,85.38,1014.69
1706,18.43,85.39,1014.67
1707,18.44,85.38,1014.68
1708,18.44,85.38,1014.69
1709,18.44,85.38,1014.67
1710,18.43,85.38,1014.7
1711,18.43,85.38,1014.66
1712,18.43,85.38,1014.7
1713,18.43,85.38,1014.65
1714,18.43,85.38,1014.7
1715,18.43,85.38,1014.7
1716,18.43,85.38,1014.66
1717,18.43,85.38,1014.67
1718,18.44,85.38,1014.65
1719,18.43,85.38,1014.65
1720,18.43,85.38,1014.66
1721,18.43,85.38,1014.68
1722,18.43,85.38,1014.7
1723,18.44,85.38,1014.7
1724,18.43,85.38,1014.71
1725,18.44,85.38,1014.71
1726,18.43,85.38,1014.7
1727,18.43,85.38,1014.72
1728,18.43,85.38,1014.68
1729,18.43,85.38,1014.7
1730,18.43,85.38,1014.69
1731,18.43,85.38,1014.67
1732,18.43,85.38,1014.71
1733,18.43,85.38,1014.71
1734,18.43,85.38,1014.71
1735,18.43,85.38,1014.68
1736,18.43,85.38,1014.68
1737,18.43,85.38,1014.69
1738,18.43,85.37,1014.72
1739,18.43,85.38,1014.74
1740,18.43,85.38,1014.72
1741,18.43,85.38,1014.74
1742,18.43,85.38,1014.75
1743,18.43,85.38,1014.76
1744,18.43,85.37,1014.75
1745,18.43,85.37,1014.81
1746,18.43,85.38,1014.76
1747,18.43,85.37,1014.77
1748,18.43,85.37,1014.79
1749,18.43,85.37,1014.78
1750,18.43,85.37,1014.78
1751,18.43,85.38,1014.8
1752,18.43,85.37,1014.8
1753,18.43,85.37,1014.77
1754,18.43,85.37,1014.78
1755,18.43,85.37,1014.77
1756,18.43,85.37,1014.84
1757,18.43,85.37,1014.79
1758,18.43,85.37,1014.83
1759,18.43,85.37,1014.83
1760,18.43,85.37,1014.81
1761,18.43,85.37,1014.89
1762,18.43,85.37,1014.85
1763,18.43,85.37,1014.82
1764,18.43,85.37,1014.83
1765,18.43,85.37,1014.82
1766,18.43,85.37,1014.87
1767,18.43,85.37,1014.84
1768,18.43,85.37,1014.87
1769,18.43,85.37,1014.86
1770,18.44,85.37,1014.9
1771,18.43,85.37,1014.87
1772,18.43,85.36,1014.9
1773,18.43,85.37,1014.9
1774,18.43,85.37,1014.92
1775,18.43,85.37,1014.95
1776,18.43,85.37,1014.91
1777,18.43,85.37,1014.96
1778,18.43,85.39,1014.91
1779,18.43,85.37,1014.92
1780,18.43,85.37,1014.91
1781,18.43,85.37,1014.95
1782,18.43,85.37,1014.93
1783,18.43,85.37,1014.99
1784,18.43,85.37,1014.99
1785,18.43,85.36,1014.98
1786,18.43,85.37,1014.95
1787,18.43,85.36,1014.94
1788,18.42,85.36,1014.99
1789,18.42,85.36,1015
1790,18.43,85.37,1014.98
1791,18.43,85.36,1015.05
1792,18.42,85.36,1015.04
1793,18.43,85.36,1015.08
1794,18.43,85.36,1015.03
1795,18.43,85.36,1015.05
1796,18.43,85.36,1015.05
1797,18.43,85.36,1015.07
1798,18.44,85.36,1015.09
1799,18.43,85.36,1015.05
1800,18.43,85.36,1015.07
1801,18.43,85.36,1015.11
1802,18.43,85.36,1015.1
1803,18.43,85.36,1015.06
1804,18.43,85.36,1015.06
1805,18.43,85.36,1015.11
1806,18.44,85.36,1015.1
1807,18.43,85.36,1015.06
1808,18.43,85.36,1015.07
1809,18.43,85.36,1015.04
1810,18.43,85.36,1015.1
1811,18.42,85.36,1015.08
1812,18.43,85.36,1015.11
