number,Temp,Humd,Press
4169,17.29,85.07,1018.27
4170,17.29,85.07,1018.25
4171,17.29,85.07,1018.27
4172,17.28,85.07,1018.25
4173,17.29,85.06,1018.21
4174,17.29,85.07,1018.28
4175,17.29,85.07,1018.24
4176,17.29,85.07,1018.28
4177,17.29,85.07,1018.27
4178,17.29,85.07,1018.25
4179,17.29,85.07,1018.26
4180,17.29,85.07,1018.29
4181,17.29,85.07,1018.26
4182,17.29,85.07,1018.25
4183,17.3,85.07,1018.32
4184,17.3,85.07,1018.28
4185,17.29,85.07,1018.33
4186,17.29,85.07,1018.32
4187,17.3,85.07,1018.32
4188,17.3,85.07,1018.29
4189,17.29,85.07,1018.31
4190,17.29,85.07,1018.3
4191,17.29,85.07,1018.29
4192,17.29,85.07,1018.32
4193,17.3,85.07,1018.27
4194,17.3,85.07,1018.3
4195,17.29,85.07,1018.28
4196,17.29,85.07,1018.28
4197,17.3,85.07,1018.29
4198,17.3,85.07,1018.32
4199,17.29,85.07,1018.3
4200,17.3,85.06,1018.3
4201,17.3,85.07,1018.3
4202,17.3,85.06,1018.33
4203,17.3,85.07,1018.35
4204,17.3,85.07,1018.34
4205,17.3,85.07,1018.38
4206,17.3,85.07,1018.33
4207,17.3,85.07,1018.33
4208,17.3,85.07,1018.32
4209,17.29,85.07,1018.29
4210,17.3,85.07,1018.3
4211,17.3,85.08,1018.33
4212,17.3,85.08,1018.31
4213,17.3,85.08,1018.32
4214,17.3,85.08,1018.34
4215,17.3,85.08,1018.32
4216,17.3,85.06,1018.33
4217,17.3,85.07,1018.36
4218,17.3,85.08,1018.36
4219,17.3,85.08,1018.33
4220,17.3,85.08,1018.32
4221,17.3,85.07,1018.3
4222,17.3,85.06,1018.33
4223,17.31,85.08,1018.36
4224,17.31,85.08,1018.39
4225,17.31,85.08,1018.36
4226,17.31,85.08,1018.4
4227,17.31,85.08,1018.39
4228,17.31,85.08,1018.38
4229,17.31,85.08,1018.36
4230,17.31,85.07,1018.39
4231,17.31,85.08,1018.38
4232,17.31,85.06,1018.37
4233,17.32,85.07,1018.38
4234,17.32,85.07,1018.37
4235,17.31,85.08,1018.34
4236,17.31,85.06,1018.33
4237,17.31,85.07,1018.35
4238,17.32,85.07,1018.37
4239,17.31,85.07,1018.34
4240,17.31,85.07,1018.34
4241,17.32,85.07,1018.34
4242,17.32,85.07,1018.4
4243,17.31,85.08,1018.38
4244,17.31,85.08,1018.39
4245,17.32,85.07,1018.41
4246,17.32,85.07,1018.38
4247,17.31,85.08,1018.38
4248,17.31,85.07,1018.36
4249,17.31,85.08,1018.37
4250,17.31,85.07,1018.39
4251,17.31,85.08,1018.38
4252,17.31,85.06,1018.33
4253,17.31,85.08,1018.43
4254,17.31,85.08,1018.41
4255,17.31,85.06,1018.41
4256,17.31,85.07,1018.39
4257,17.31,85.07,1018.36
4258,17.32,85.07,1018.36
4259,17.32,85.07,1018.38
4260,17.32,85.08,1018.36
4261,17.31,85.08,1018.34
4262,17.32,85.07,1018.35
4263,17.32,85.07,1018.35
4264,17.31,85.06,1018.35
4265,17.32,85.08,1018.39
4266,17.32,85.09,1018.39
4267,17.31,85.07,1018.4
4268,17.32,85.08,1018.38
4269,17.32,85.08,1018.38
4270,17.32,85.08,1018.38
4271,17.32,85.07,1018.38
4272,17.32,85.07,1018.38
4273,17.32,85.07,1018.33
4274,17.32,85.07,1018.35
4275,17.32,85.07,1018.39
4276,17.32,85.07,1018.34
4277,17.32,85.07,1018.38
4278,17.33,85.07,1018.36
4279,17.32,85.07,1018.36
4280,17.32,85.07,1018.38
4281,17.32,85.07,1018.38
4282,17.32,85.08,1018.38
4283,17.32,85.07,1018.4
4284,17.33,85.08,1018.38
4285,17.33,85.08,1018.37
4286,17.33,85.07,1018.41
4287,17.32,85.07,1018.42
4288,17.33,85.07,1018.42
4289,17.32,85.08,1018.4
4290,17.32,85.07,1018.43
4291,17.33,85.07,1018.43
4292,17.33,85.08,1018.39
4293,17.33,85.07,1018.43
4294,17.33,85.07,1018.37
4295,17.33,85.07,1018.42
4296,17.33,85.08,1018.44
4297,17.33,85.08,1018.45
4298,17.33,85.08,1018.44
4299,17.33,85.08,1018.42
4300,17.33,85.08,1018.42
4301,17.33,85.07,1018.48
4302,17.33,85.08,1018.44
4303,17.33,85.08,1018.45
4304,17.33,85.08,1018.42
4305,17.33,85.07,1018.43
4306,17.33,85.08,1018.41
4307,17.33,85.08,1018.44
4308,17.33,85.08,1018.48
4309,17.33,85.08,1018.43
4310,17.33,85.08,1018.43
4311,17.32,85.07,1018.44
4312,17.33,85.08,1018.46
4313,17.34,85.08,1018.44
4314,17.33,85.08,1018.43
4315,17.33,85.08,1018.41
4316,17.33,85.08,1018.43
4317,17.33,85.08,1018.37
4318,17.33,85.07,1018.39
4319,17.33,85.08,1018.35
4320,17.33,85.08,1018.39
4321,17.34,85.08,1018.35
4322,17.33,85.08,1018.4
4323,17.34,85.08,1018.43
4324,17.33,85.08,1018.42
4325,17.33,85.08,1018.41
4326,17.34,85.08,1018.4
4327,17.34,85.08,1018.42
4328,17.34,85.08,1018.41
4329,17.34,85.08,1018.44
4330,17.34,85.08,1018.4
4331,17.34,85.08,1018.41
4332,17.34,85.08,1018.41
4333,17.34,85.08,1018.39
4334,17.34,85.08,1018.4
4335,17.34,85.08,1018.36
4336,17.34,85.08,1018.35
4337,17.34,85.08,1018.33
4338,17.34,85.08,1018.36
4339,17.34,85.08,1018.37
4340,17.34,85.08,1018.35
4341,17.34,85.08,1018.34
4342,17.34,85.07,1018.33
4343,17.35,85.08,1018.33
4344,17.34,85.08,1018.35
4345,17.34,85.07,1018.32
4346,17.34,85.08,1018.27
4347,17.35,85.08,1018.31
4348,17.34,85.08,1018.31
4349,17.35,85.08,1018.26
4350,17.34,85.08,1018.32
4351,17.35,85.08,1018.31
4352,17.35,85.08,1018.28
4353,17.34,85.07,1018.26
4354,17.34,85.08,1018.29
4355,17.34,85.08,1018.28
4356,17.35,85.07,1018.34
4357,17.35,85.08,1018.35
4358,17.34,85.08,1018.29
4359,17.35,85.08,1018.29
4360,17.35,85.07,1018.23
4361,17.35,85.08,1018.24
4362,17.35,85.08,1018.27
4363,17.35,85.08,1018.27
4364,17.35,85.08,1018.26
4365,17.35,85.07,1018.28
4366,17.35,85.08,1018.25
4367,17.34,85.08,1018.24
4368,17.35,85.07,1018.26
4369,17.35,85.07,1018.22
4370,17.35,85.07,1018.26
4371,17.34,85.08,1018.22
4372,17.35,85.07,1018.32
4373,17.35,85.07,1018.23
4374,17.35,85.07,1018.3
4375,17.36,85.08,1018.3
4376,17.35,85.08,1018.28
4377,17.35,85.08,1018.32
4378,17.35,85.07,1018.31
4379,17.35,85.07,1018.3
4380,17.36,85.07,1018.33
4381,17.36,85.07,1018.28
4382,17.36,85.07,1018.29
4383,17.36,85.07,1018.32
4384,17.35,85.08,1018.28
4385,17.35,85.07,1018.32
4386,17.35,85.08,1018.3
4387,17.35,85.07,1018.33
4388,17.35,85.07,1018.29
4389,17.35,85.08,1018.26
4390,17.36,85.08,1018.31
4391,17.36,85.07,1018.29
4392,17.36,85.08,1018.31
4393,17.35,85.07,1018.31
4394,17.36,85.09,1018.32
4395,17.36,85.08,1018.29
4396,17.36,85.07,1018.28
4397,17.35,85.08,1018.35
4398,17.35,85.07,1018.36
4399,17.36,85.08,1018.38
4400,17.36,85.09,1018.33
4401,17.36,85.07,1018.31
4402,17.36,85.08,1018.39
4403,17.36,85.08,1018.39
4404,17.36,85.08,1018.4
4405,17.37,85.08,1018.42
4406,17.37,85.09,1018.39
4407,17.37,85.08,1018.43
4408,17.36,85.09,1018.4
4409,17.37,85.08,1018.4
4410,17.36,85.08,1018.42
4411,17.36,85.08,1018.42
4412,17.36,85.08,1018.4
4413,17.36,85.09,1018.43
4414,17.37,85.08,1018.42
4415,17.37,85.08,1018.42
4416,17.37,85.08,1018.4
4417,17.36,85.08,1018.41
4418,17.37,85.08,1018.41
4419,17.37,85.08,1018.41
4420,17.37,85.08,1018.43
4421,17.37,85.08,1018.42
4422,17.37,85.08,1018.43
4423,17.37,85.09,1018.43
4424,17.36,85.09,1018.43
4425,17.37,85.08,1018.48
4426,17.37,85.09,1018.47
4427,17.37,85.08,1018.49
4428,17.37,85.08,1018.47
4429,17.37,85.09,1018.46
4430,17.37,85.09,1018.47
4431,17.37,85.09,1018.46
4432,17.37,85.09,1018.46
4433,17.38,85.08,1018.46
4434,17.37,85.08,1018.49
4435,17.38,85.08,1018.44
4436,17.37,85.08,1018.46
4437,17.38,85.08,1018.5
4438,17.38,85.08,1018.47
4439,17.38,85.08,1018.47
4440,17.38,85.08,1018.49
4441,17.38,85.08,1018.46
4442,17.37,85.08,1018.48
4443,17.37,85.08,1018.46
4444,17.38,85.08,1018.48
4445,17.37,85.08,1018.47
4446,17.38,85.08,1018.48
4447,17.37,85.08,1018.5
4448,17.38,85.08,1018.48
4449,17.37,85.08,1018.49
4450,17.37,85.08,1018.49
4451,17.37,85.08,1018.49
4452,17.38,85.08,1018.47
4453,17.38,85.08,1018.48
4454,17.38,85.08,1018.45
4455,17.38,85.12,1018.46
4456,17.38,85.08,1018.46
4457,17.38,85.08,1018.47
4458,17.38,85.08,1018.45
4459,17.38,85.08,1018.45
4460,17.38,85.08,1018.42
4461,17.38,85.08,1018.46
4462,17.38,85.08,1018.46
4463,17.38,85.09,1018.44
4464,17.38,85.08,1018.47
4465,17.38,85.09,1018.47
4466,17.37,85.08,1018.45
4467,17.38,85.08,1018.47
4468,17.38,85.08,1018.47
4469,17.38,85.08,1018.47
4470,17.37,85.08,1018.45
4471,17.38,85.08,1018.44
4472,17.38,85.08,1018.44
4473,17.38,85.08,1018.42
4474,17.38,85.08,1018.46
4475,17.38,85.08,1018.39
4476,17.39,85.08,1018.44
4477,17.38,85.08,1018.44
4478,17.38,85.08,1018.45
4479,17.39,85.08,1018.44
4480,17.39,85.08,1018.45
4481,17.38,85.08,1018.47
4482,17.38,85.08,1018.44
4483,17.38,85.08,1018.45
4484,17.39,85.08,1018.44
4485,17.39,85.08,1018.44
4486,17.39,85.08,1018.43
4487,17.39,85.08,1018.41
4488,17.39,85.08,1018.43
4489,17.39,85.08,1018.41
4490,17.39,85.08,1018.42
4491,17.39,85.08,1018.43
4492,17.39,85.08,1018.4
4493,17.39,85.08,1018.36
4494,17.39,85.08,1018.37
4495,17.39,85.08,1018.41
4496,17.39,85.08,1018.37
4497,17.39,85.08,1018.39
4498,17.4,85.08,1018.39
4499,17.39,85.08,1018.34
4500,17.4,85.08,1018.37
4501,17.4,85.08,1018.38
4502,17.4,85.08,1018.38
4503,17.4,85.09,1018.38
4504,17.4,85.09,1018.37
4505,17.4,85.09,1018.37
4506,17.39,85.08,1018.33
4507,17.4,85.09,1018.41
4508,17.39,85.08,1018.35
4509,17.4,85.08,1018.37
4510,17.4,85.09,1018.36
4511,17.4,85.08,1018.34
4512,17.39,85.08,1018.33
4513,17.4,85.08,1018.36
4514,17.4,85.08,1018.39
4515,17.4,85.08,1018.4
4516,17.4,85.08,1018.36
4517,17.4,85.08,1018.38
4518,17.4,85.08,1018.33
4519,17.4,85.08,1018.36
4520,17.4,85.08,1018.33
4521,17.4,85.08,1018.41
4522,17.4,85.08,1018.38
4523,17.39,85.08,1018.4
4524,17.4,85.08,1018.39
4525,17.4,85.08,1018.36
4526,17.39,85.08,1018.31
4527,17.4,85.08,1018.36
4528,17.4,85.08,1018.3
4529,17.4,85.08,1018.35
4530,17.4,85.08,1018.31
4531,17.4,85.08,1018.31
4532,17.41,85.08,1018.36
4533,17.41,85.08,1018.3
4534,17.41,85.08,1018.32
4535,17.41,85.08,1018.33
4536,17.4,85.08,1018.27
4537,17.4,85.08,1018.32
4538,17.4,85.08,1018.26
4539,17.41,85.08,1018.29
4540,17.4,85.08,1018.29
4541,17.4,85.08,1018.31
4542,17.41,85.08,1018.3
4543,17.41,85.08,1018.36
4544,17.41,85.08,1018.33
4545,17.41,85.08,1018.31
4546,17.41,85.07,1018.3
4547,17.42,85.08,1018.31
4548,17.41,85.08,1018.32
4549,17.41,85.08,1018.3
4550,17.4,85.08,1018.34
4551,17.4,85.08,1018.31
4552,17.41,85.08,1018.3
4553,17.41,85.08,1018.31
4554,17.41,85.07,1018.31
4555,17.41,85.08,1018.29
4556,17.41,85.08,1018.29
4557,17.41,85.08,1018.28
4558,17.4,85.08,1018.31
4559,17.41,85.08,1018.33
4560,17.42,85.08,1018.32
4561,17.41,85.08,1018.33
4562,17.41,85.08,1018.28
4563,17.42,85.08,1018.28
4564,17.41,85.08,1018.25
4565,17.41,85.08,1018.28
4566,17.41,85.08,1018.25
4567,17.4,85.08,1018.25
4568,17.42,85.08,1018.3
4569,17.42,85.08,1018.31
4570,17.41,85.08,1018.27
4571,17.41,85.08,1018.31
4572,17.4,85.08,1018.25
4573,17.41,85.08,1018.27
4574,17.4,85.08,1018.27
4575,17.4,85.08,1018.29
4576,17.41,85.08,1018.3
4577,17.42,85.09,1018.29
4578,17.42,85.09,1018.31
4579,17.41,85.08,1018.29
4580,17.42,85.08,1018.3
4581,17.42,85.09,1018.3
4582,17.41,85.08,1018.27
4583,17.42,85.08,1018.28
4584,17.42,85.1,1018.26
4585,17.41,85.08,1018.29
4586,17.42,85.08,1018.3
4587,17.42,85.08,1018.28
4588,17.42,85.08,1018.34
4589,17.42,85.09,1018.33
4590,17.42,85.08,1018.3
4591,17.41,85.08,1018.29
4592,17.41,85.08,1018.32
4593,17.42,85.08,1018.31
4594,17.41,85.08,1018.29
4595,17.42,85.08,1018.31
4596,17.42,85.08,1018.29
4597,17.41,85.08,1018.34
4598,17.41,85.08,1018.28
4599,17.42,85.08,1018.29
4600,17.42,85.09,1018.35
4601,17.41,85.08,1018.3
4602,17.42,85.08,1018.34
4603,17.42,85.09,1018.32
4604,17.42,85.08,1018.35
4605,17.41,85.08,1018.35
4606,17.41,85.08,1018.31
4607,17.42,85.08,1018.32
4608,17.41,85.08,1018.29
4609,17.42,85.08,1018.33
4610,17.43,85.09,1018.35
4611,17.42,85.09,1018.32
4612,17.42,85.1,1018.34
4613,17.41,85.08,1018.37
4614,17.42,85.1,1018.39
4615,17.42,85.1,1018.39
4616,17.41,85.1,1018.35
4617,17.41,85.08,1018.35
4618,17.42,85.08,1018.33
4619,17.42,85.1,1018.35
4620,17.42,85.08,1018.3
4621,17.42,85.1,1018.35
4622,17.42,85.09,1018.34
4623,17.41,85.1,1018.37
4624,17.42,85.1,1018.48
4625,17.42,85.1,1018.37
4626,17.42,85.09,1018.34
4627,17.42,85.1,1018.33
4628,17.41,85.08,1018.32
4629,17.42,85.1,1018.36
4630,17.42,85.1,1018.28
4631,17.42,85.1,1018.31
4632,17.42,85.1,1018.32
4633,17.42,85.1,1018.3
4634,17.42,85.09,1018.34
4635,17.42,85.1,1018.35
4636,17.42,85.1,1018.35
4637,17.42,85.1,1018.34
4638,17.42,85.1,1018.36
4639,17.42,85.08,1018.33
4640,17.42,85.1,1018.39
4641,17.42,85.1,1018.37
4642,17.42,85.1,1018.36
4643,17.41,85.1,1018.32
4644,17.42,85.1,1018.32
4645,17.42,85.1,1018.35
4646,17.42,85.1,1018.38
4647,17.42,85.1,1018.33
4648,17.42,85.1,1018.33
4649,17.42,85.1,1018.32
4650,17.42,85.1,1018.34
4651,17.42,85.1,1018.4
4652,17.42,85.1,1018.36
4653,17.42,85.1,1018.37
4654,17.42,85.1,1018.37
4655,17.42,85.1,1018.38
4656,17.42,85.1,1018.32
4657,17.43,85.1,1018.37
4658,17.41,85.1,1018.4
4659,17.42,85.1,1018.38
4660,17.42,85.1,1018.37
4661,17.42,85.1,1018.36
4662,17.42,85.1,1018.4
4663,17.43,85.1,1018.44
4664,17.42,85.1,1018.37
4665,17.42,85.1,1018.35
4666,17.42,85.11,1018.36
4667,17.43,85.1,1018.36
4668,17.43,85.1,1018.44
4669,17.42,85.1,1018.41
4670,17.42,85.1,1018.4
4671,17.43,85.11,1018.42
4672,17.42,85.1,1018.38
4673,17.43,85.1,1018.44
4674,17.43,85.11,1018.4
4675,17.43,85.1,1018.4
4676,17.43,85.1,1018.4
4677,17.43,85.11,1018.39
4678,17.42,85.11,1018.35
4679,17.43,85.1,1018.37
4680,17.42,85.1,1018.37
4681,17.42,85.11,1018.42
4682,17.42,85.11,1018.44
4683,17.42,85.11,1018.42
4684,17.42,85.11,1018.35
4685,17.43,85.11,1018.41
4686,17.43,85.11,1018.42
4687,17.43,85.11,1018.38
4688,17.43,85.1,1018.37
4689,17.43,85.1,1018.42
4690,17.43,85.1,1018.33
4691,17.43,85.1,1018.38
4692,17.43,85.11,1018.41
4693,17.43,85.11,1018.36
4694,17.42,85.08,1018.33
4695,17.43,85.1,1018.37
4696,17.42,85.11,1018.33
4697,17.43,85.1,1018.35
4698,17.43,85.1,1018.33
4699,17.43,85.11,1018.37
4700,17.43,85.11,1018.35
4701,17.43,85.11,1018.36
4702,17.44,85.1,1018.33
4703,17.43,85.1,1018.32
4704,17.44,85.1,1018.37
4705,17.43,85.1,1018.33
4706,17.43,85.1,1018.39
4707,17.44,85.1,1018.35
4708,17.44,85.1,1018.36
4709,17.43,85.1,1018.35
4710,17.43,85.1,1018.32
4711,17.44,85.1,1018.4
4712,17.43,85.1,1018.4
4713,17.44,85.1,1018.39
4714,17.44,85.1,1018.39
4715,17.44,85.1,1018.38
4716,17.44,85.1,1018.42
4717,17.43,85.1,1018.37
4718,17.44,85.1,1018.36
4719,17.44,85.1,1018.42
4720,17.44,85.1,1018.38
4721,17.44,85.09,1018.41
4722,17.44,85.1,1018.37
4723,17.45,85.1,1018.38
4724,17.45,85.1,1018.4
4725,17.45,85.1,1018.4
4726,17.45,85.1,1018.45
4727,17.44,85.1,1018.46
4728,17.44,85.1,1018.41
4729,17.45,85.1,1018.39
4730,17.44,85.1,1018.38
4731,17.45,85.1,1018.38
4732,17.44,85.1,1018.35
4733,17.45,85.1,1018.35
4734,17.45,85.1,1018.38
4735,17.44,85.09,1018.38
4736,17.45,85.1,1018.35
4737,17.45,85.1,1018.35
4738,17.44,85.1,1018.37
4739,17.45,85.1,1018.38
4740,17.44,85.1,1018.4
4741,17.44,85.1,1018.39
4742,17.45,85.1,1018.42
4743,17.44,85.1,1018.38
4744,17.45,85.1,1018.39
4745,17.46,85.1,1018.41
4746,17.45,85.1,1018.46
4747,17.45,85.1,1018.41
4748,17.45,85.1,1018.39
4749,17.45,85.1,1018.4
4750,17.45,85.1,1018.39
4751,17.45,85.1,1018.4
4752,17.45,85.1,1018.46
4753,17.46,85.1,1018.49
4754,17.46,85.1,1018.51
4755,17.45,85.1,1018.42
4756,17.45,85.1,1018.44
4757,17.45,85.1,1018.47
4758,17.46,85.1,1018.49
4759,17.45,85.1,1018.52
4760,17.45,85.1,1018.51
4761,17.45,85.1,1018.5
4762,17.45,85.1,1018.55
4763,17.45,85.1,1018.53
4764,17.47,85.11,1018.57
4765,17.45,85.1,1018.53
4766,17.46,85.1,1018.54
4767,17.46,85.11,1018.55
4768,17.46,85.11,1018.55
4769,17.46,85.1,1018.55
4770,17.46,85.1,1018.57
4771,17.46,85.11,1018.56
4772,17.45,85.1,1018.49
4773,17.46,85.11,1018.56
4774,17.46,85.1,1018.56
4775,17.46,85.11,1018.6
4776,17.46,85.1,1018.59
4777,17.46,85.11,1018.58
4778,17.46,85.11,1018.56
4779,17.46,85.1,1018.6
4780,17.46,85.1,1018.59
4781,17.45,85.1,1018.6
4782,17.46,85.1,1018.59
4783,17.46,85.1,1018.56
4784,17.46,85.1,1018.53
4785,17.46,85.11,1018.53
4786,17.45,85.1,1018.53
4787,17.46,85.11,1018.56
4788,17.46,85.1,1018.55
4789,17.46,85.1,1018.56
4790,17.46,85.11,1018.59
4791,17.46,85.11,1018.57
4792,17.46,85.11,1018.57
4793,17.46,85.11,1018.59
4794,17.46,85.11,1018.61
4795,17.47,85.11,1018.59
4796,17.47,85.11,1018.61
4797,17.47,85.11,1018.6
4798,17.47,85.11,1018.57
4799,17.47,85.11,1018.59
4800,17.47,85.11,1018.56
4801,17.47,85.11,1018.56
4802,17.47,85.11,1018.61
4803,17.47,85.11,1018.58
4804,17.47,85.11,1018.54
4805,17.48,85.11,1018.6
4806,17.47,85.11,1018.59
4807,17.47,85.11,1018.61
4808,17.47,85.11,1018.58
4809,17.47,85.12,1018.57
4810,17.47,85.11,1018.61
4811,17.47,85.11,1018.66
4812,17.47,85.11,1018.59
4813,17.48,85.11,1018.62
4814,17.47,85.11,1018.61
4815,17.47,85.11,1018.58
4816,17.48,85.11,1018.63
4817,17.47,85.11,1018.58
4818,17.47,85.11,1018.58
4819,17.47,85.11,1018.59
4820,17.47,85.11,1018.52
4821,17.47,85.11,1018.58
4822,17.48,85.11,1018.61
4823,17.48,85.11,1018.62
4824,17.47,85.11,1018.61
4825,17.47,85.11,1018.62
4826,17.47,85.11,1018.6
4827,17.47,85.11,1018.61
4828,17.47,85.11,1018.58
4829,17.47,85.11,1018.59
4830,17.47,85.11,1018.6
4831,17.48,85.11,1018.58
4832,17.48,85.11,1018.57
4833,17.48,85.11,1018.57
4834,17.47,85.11,1018.59
4835,17.48,85.11,1018.57
4836,17.48,85.11,1018.61
4837,17.48,85.11,1018.62
4838,17.48,85.11,1018.63
4839,17.48,85.11,1018.59
4840,17.49,85.11,1018.62
4841,17.48,85.1,1018.57
4842,17.48,85.11,1018.61
4843,17.48,85.11,1018.57
4844,17.49,85.11,1018.59
4845,17.48,85.11,1018.59
4846,17.48,85.11,1018.55
4847,17.48,85.11,1018.58
4848,17.48,85.11,1018.55
4849,17.48,85.11,1018.59
4850,17.48,85.11,1018.57
4851,17.49,85.11,1018.57
4852,17.48,85.11,1018.58
4853,17.49,85.11,1018.62
4854,17.49,85.11,1018.57
4855,17.48,85.11,1018.6
4856,17.48,85.11,1018.6
4857,17.48,85.1,1018.59
4858,17.49,85.11,1018.56
4859,17.48,85.11,1018.56
4860,17.48,85.1,1018.61
4861,17.49,85.11,1018.59
4862,17.49,85.11,1018.57
4863,17.49,85.11,1018.58
4864,17.49,85.11,1018.58
4865,17.49,85.11,1018.59
4866,17.49,85.11,1018.63
4867,17.49,85.11,1018.63
4868,17.48,85.11,1018.6
4869,17.49,85.11,1018.62
4870,17.48,85.11,1018.6
4871,17.48,85.11,1018.61
4872,17.48,85.11,1018.57
4873,17.48,85.11,1018.55
4874,17.49,85.11,1018.55
4875,17.49,85.11,1018.59
4876,17.49,85.11,1018.6
4877,17.49,85.11,1018.61
4878,17.49,85.11,1018.63
4879,17.49,85.11,1018.61
4880,17.49,85.1,1018.58
4881,17.49,85.11,1018.61
4882,17.5,85.11,1018.65
4883,17.5,85.11,1018.64
4884,17.49,85.11,1018.66
4885,17.49,85.11,1018.64
4886,17.49,85.11,1018.65
4887,17.49,85.11,1018.65
4888,17.5,85.11,1018.69
4889,17.49,85.11,1018.62
4890,17.49,85.11,1018.69
4891,17.5,85.1,1018.66
4892,17.49,85.11,1018.63
4893,17.5,85.1,1018.69
4894,17.49,85.11,1018.7
4895,17.49,85.11,1018.73
4896,17.49,85.11,1018.72
4897,17.5,85.11,1018.73
4898,17.49,85.11,1018.71
4899,17.49,85.11,1018.72
4900,17.5,85.1,1018.73
4901,17.49,85.11,1018.72
4902,17.49,85.11,1018.74
4903,17.49,85.11,1018.72
4904,17.49,85.11,1018.73
4905,17.5,85.11,1018.69
4906,17.5,85.11,1018.7
4907,17.49,85.11,1018.71
4908,17.5,85.1,1018.72
4909,17.5,85.1,1018.73
4910,17.49,85.11,1018.73
4911,17.5,85.1,1018.74
4912,17.5,85.11,1018.75
4913,17.5,85.1,1018.74
4914,17.5,85.1,1018.77
4915,17.5,85.1,1018.74
4916,17.5,85.1,1018.77
4917,17.51,85.1,1018.77
4918,17.5,85.1,1018.77
4919,17.5,85.1,1018.75
4920,17.49,85.11,1018.78
4921,17.5,85.1,1018.82
4922,17.51,85.1,1018.82
4923,17.51,85.11,1018.82
4924,17.5,85.1,1018.83
4925,17.5,85.1,1018.85
4926,17.5,85.1,1018.84
4927,17.51,85.1,1018.87
4928,17.51,85.1,1018.81
4929,17.51,85.1,1018.79
4930,17.51,85.1,1018.74
4931,17.5,85.1,1018.8
4932,17.51,85.1,1018.85
4933,17.51,85.1,1018.86
4934,17.51,85.1,1018.85
4935,17.5,85.1,1018.88
4936,17.51,85.1,1018.89
4937,17.51,85.1,1018.87
4938,17.51,85.1,1018.88
4939,17.51,85.1,1018.88
4940,17.51,85.1,1018.89
4941,17.51,85.1,1018.88
4942,17.51,85.11,1018.91
4943,17.51,85.1,1018.88
4944,17.51,85.1,1018.93
4945,17.51,85.11,1018.94
4946,17.52,85.1,1018.96
4947,17.51,85.1,1018.95
4948,17.51,85.1,1018.93
4949,17.51,85.1,1018.91
4950,17.51,85.1,1018.91
4951,17.51,85.1,1018.9
4952,17.51,85.1,1018.88
4953,17.51,85.1,1018.89
4954,17.51,85.1,1018.89
4955,17.52,85.1,1018.93
4956,17.52,85.1,1018.91
4957,17.51,85.1,1018.91
4958,17.52,85.1,1018.97
4959,17.51,85.1,1018.95
4960,17.52,85.1,1018.94
4961,17.52,85.1,1018.93
4962,17.51,85.1,1018.91
4963,17.51,85.1,1018.91
4964,17.52,85.11,1018.92
4965,17.51,85.1,1018.92
4966,17.52,85.11,1018.99
4967,17.52,85.1,1018.98
4968,17.51,85.1,1018.94
4969,17.51,85.1,1018.98
4970,17.52,85.1,1018.99
4971,17.52,85.11,1019.01
4972,17.52,85.1,1019.01
4973,17.52,85.1,1019.01
4974,17.52,85.11,1018.98
4975,17.52,85.1,1018.98
4976,17.51,85.1,1019.01
4977,17.52,85.1,1018.99
4978,17.52,85.11,1018.99
4979,17.52,85.1,1018.99
4980,17.52,85.11,1019.01
4981,17.52,85.1,1019
4982,17.52,85.1,1019.03
4983,17.52,85.1,1019.03
4984,17.52,85.1,1019.02
4985,17.51,85.1,1019.04
4986,17.52,85.1,1019.02
4987,17.52,85.11,1019.06
4988,17.52,85.1,1019.07
4989,17.52,85.11,1019.06
4990,17.52,85.11,1019.04
4991,17.53,85.11,1019.01
4992,17.52,85.11,1019.01
4993,17.52,85.11,1019.03
4994,17.52,85.11,1019.07
4995,17.52,85.1,1019.03
4996,17.53,85.11,1019.02
4997,17.53,85.11,1019.03
4998,17.53,85.11,1019.04
4999,17.53,85.1,1019.04
5000,17.53,85.11,1019
5001,17.52,85.11,1019.01
5002,17.53,85.11,1019.01
5003,17.53,85.11,1019.01
5004,17.53,85.11,1019.03
5005,17.53,85.11,1019.02
5006,17.53,85.11,1019.04
5007,17.52,85.11,1019.04
5008,17.53,85.11,1019.05
5009,17.53,85.11,1019.04
5010,17.53,85.11,1019.04
5011,17.53,85.11,1019.03
5012,17.53,85.11,1019.02
5013,17.54,85.11,1019.07
5014,17.53,85.11,1019.01
5015,17.53,85.1,1019.04
5016,17.53,85.11,1019.05
5017,17.53,85.11,1019.06
5018,17.53,85.11,1019.03
5019,17.53,85.11,1019.03
5020,17.53,85.11,1019.03
5021,17.53,85.11,1019.05
5022,17.54,85.09,1019.05
5023,17.54,85.11,1019.07
5024,17.53,85.11,1019.05
5025,17.54,85.11,1019.03
5026,17.54,85.11,1019.05
5027,17.54,85.11,1019.04
5028,17.53,85.11,1019.04
5029,17.54,85.11,1019.06
5030,17.53,85.11,1019.03
5031,17.53,85.11,1019.05
5032,17.54,85.11,1019.03
5033,17.54,85.11,1019.02
5034,17.54,85.11,1019.05
5035,17.54,85.11,1019.07
5036,17.54,85.11,1019.06
5037,17.54,85.11,1019.06
5038,17.54,85.1,1019.01
5039,17.54,85.11,1019.08
5040,17.54,85.11,1019.05
5041,17.54,85.11,1019.09
5042,17.54,85.11,1019.06
